customer_id,full_name,date_of_birth,country_of_residence,nationality,occupation,risk_rating,pep_flag,account_open_date,kyc_status,segment
CUST0229,Customer_0229,1987-04-27,Australia,Australia,Software Engineer,Low,Yes,2021-03-04 19:49:00,Verified,Retail
CUST0230,Customer_0230,1977-08-16,Cyprus,Cyprus,Lawyer,High,Yes,2021-04-04 17:24:00,Verified,Corporate
CUST0231,Customer_0231,1978-04-23,Cayman Islands,Cayman Islands,Software Engineer,Medium,No,2019-09-22 08:09:00,Verified,Corporate
CUST0232,Customer_0232,1966-02-01,Singapore,Singapore,Retired,Low,No,2021-10-03 11:48:00,Verified,Retail
CUST0233,Customer_0233,1992-07-04,Japan,Japan,Business Owner,Low,No,2019-10-07 11:35:00,Verified,Retail
CUST0234,Customer_0234,1986-07-25,Singapore,Singapore,Software Engineer,Low,Yes,2022-05-26 07:36:00,Verified,Corporate
CUST0235,Customer_0235,1991-03-03,Canada,Canada,Doctor,Low,No,2021-09-13 08:26:00,Verified,Corporate
CUST0236,Customer_0236,1991-10-20,France,France,Lawyer,Low,No,2021-10-30 03:08:00,Verified,Private Banking
CUST0237,Customer_0237,1981-08-11,Singapore,Singapore,Government Official,Low,No,2022-11-30 19:08:00,Verified,Corporate
CUST0238,Customer_0238,1985-06-10,France,France,Trader,Medium,No,2022-06-29 07:20:00,Verified,Corporate
CUST0239,Customer_0239,1972-10-18,UK,UK,Doctor,Low,No,2022-05-07 00:46:00,Verified,Corporate
CUST0240,Customer_0240,1964-07-22,Canada,Canada,Trader,Low,No,2020-01-17 20:19:00,Verified,Corporate
CUST0241,Customer_0241,1998-08-19,Germany,Germany,Government Official,Medium,Yes,2022-04-05 16:59:00,Expired,Corporate
CUST0242,Customer_0242,1994-10-21,Australia,Australia,Software Engineer,Low,No,2019-11-16 07:42:00,Verified,Retail
CUST0243,Customer_0243,1985-06-26,Australia,Australia,Government Official,Medium,No,2019-11-09 00:06:00,Verified,Retail
CUST0244,Customer_0244,1985-08-25,France,France,Banker,Low,No,2022-01-25 04:22:00,Expired,Retail
CUST0245,Customer_0245,1969-06-10,UK,UK,Student,Low,No,2021-10-25 06:33:00,Verified,Retail
CUST0246,Customer_0246,1979-01-26,Japan,Japan,Software Engineer,Low,No,2019-05-23 10:41:00,Verified,Corporate
CUST0247,Customer_0247,1995-03-11,Bahamas,Bahamas,Real Estate Agent,High,No,2021-08-27 14:14:00,Pending,Corporate
CUST0248,Customer_0248,1999-04-15,Singapore,Singapore,Banker,Low,No,2021-09-02 12:00:00,Verified,Retail
CUST0249,Customer_0249,1994-03-12,Cayman Islands,Cayman Islands,Student,Medium,No,2020-05-14 14:07:00,Verified,Private Banking
CUST0250,Customer_0250,1999-07-19,Australia,Australia,Software Engineer,Low,No,2021-03-19 11:54:00,Verified,Retail
CUST0251,Customer_0251,1997-02-22,USA,USA,Doctor,Medium,No,2021-01-07 03:15:00,Verified,Retail
CUST0252,Customer_0252,1998-03-19,Canada,Canada,Government Official,Medium,No,2021-08-20 05:31:00,Verified,Corporate
CUST0253,Customer_0253,1991-05-05,British Virgin Islands,British Virgin Islands,Doctor,Medium,No,2021-01-10 14:39:00,Verified,Retail
CUST0254,Customer_0254,1984-09-17,Germany,Germany,Trader,Low,No,2021-07-22 21:31:00,Verified,Corporate
CUST0255,Customer_0255,1974-05-02,UK,UK,Retired,Low,No,2020-07-10 17:18:00,Verified,Retail
CUST0256,Customer_0256,1967-10-04,France,France,Retired,Medium,No,2022-04-23 11:34:00,Pending,Retail
CUST0257,Customer_0257,1987-02-24,Canada,Canada,Lawyer,Medium,No,2020-12-06 01:28:00,Verified,Private Banking
CUST0258,Customer_0258,1975-04-26,UK,UK,Banker,Low,No,2021-03-25 22:39:00,Verified,Retail
CUST0259,Customer_0259,1963-10-12,France,France,Real Estate Agent,Low,No,2020-11-02 19:34:00,Verified,Private Banking
CUST0260,Customer_0260,1992-11-27,Canada,Canada,Software Engineer,Low,No,2020-01-09 13:58:00,Verified,Retail
CUST0261,Customer_0261,1975-03-23,Japan,Japan,Student,Medium,No,2020-08-25 21:25:00,Verified,Retail
CUST0262,Customer_0262,1964-11-26,Singapore,Singapore,Software Engineer,Low,No,2021-07-10 16:47:00,Verified,Private Banking
CUST0263,Customer_0263,1960-12-03,Japan,Japan,Trader,Low,No,2022-10-28 21:44:00,Verified,Retail
CUST0264,Customer_0264,1973-08-09,France,France,Student,Low,No,2020-11-07 10:35:00,Verified,Retail
CUST0265,Customer_0265,1963-01-04,Australia,Australia,Trader,Low,No,2019-05-10 03:59:00,Pending,Retail
CUST0266,Customer_0266,1968-11-10,Singapore,Singapore,Doctor,Low,No,2020-10-19 02:41:00,Verified,Retail
CUST0267,Customer_0267,1985-11-10,Singapore,Singapore,Lawyer,Medium,No,2021-09-02 20:05:00,Verified,Retail
CUST0268,Customer_0268,1993-11-15,Germany,Germany,Business Owner,Low,No,2019-04-23 22:21:00,Pending,Private Banking
CUST0269,Customer_0269,1974-07-03,Germany,Germany,Software Engineer,Low,No,2019-11-04 10:23:00,Pending,Retail
CUST0270,Customer_0270,1969-02-17,British Virgin Islands,British Virgin Islands,Banker,Medium,No,2019-04-24 19:41:00,Verified,Retail
CUST0271,Customer_0271,1999-11-15,Germany,Germany,Lawyer,Low,No,2019-10-01 03:08:00,Pending,Retail
CUST0272,Customer_0272,1968-04-09,Singapore,Singapore,Software Engineer,Low,No,2020-08-27 17:38:00,Verified,Corporate
CUST0273,Customer_0273,1979-04-17,Japan,Japan,Banker,Medium,Yes,2022-02-13 06:47:00,Verified,Corporate
CUST0274,Customer_0274,1967-04-16,Bahamas,Bahamas,Banker,Medium,No,2019-08-30 16:56:00,Expired,Private Banking
CUST0275,Customer_0275,1996-07-12,British Virgin Islands,British Virgin Islands,Real Estate Agent,High,No,2020-03-25 15:49:00,Verified,Retail
CUST0276,Customer_0276,1963-07-17,France,France,Retired,Low,Yes,2022-10-15 22:32:00,Pending,Retail
CUST0277,Customer_0277,1979-02-17,Germany,Germany,Lawyer,Low,No,2020-02-19 17:20:00,Verified,Corporate
CUST0278,Customer_0278,1979-12-14,Singapore,Singapore,Lawyer,Medium,No,2019-08-03 07:05:00,Expired,Retail
CUST0279,Customer_0279,1971-02-01,Panama,Panama,Doctor,Medium,No,2019-04-30 05:31:00,Expired,Retail
CUST0280,Customer_0280,1983-03-24,Japan,Japan,Retired,Medium,No,2019-12-04 00:21:00,Pending,Retail
CUST0281,Customer_0281,1992-06-02,UK,UK,Trader,Low,No,2022-06-10 05:23:00,Verified,Corporate
CUST0282,Customer_0282,1992-01-02,Cayman Islands,Cayman Islands,Business Owner,High,No,2020-08-19 01:30:00,Verified,Private Banking
CUST0283,Customer_0283,1986-04-11,USA,USA,Lawyer,Low,No,2021-08-06 23:20:00,Verified,Retail
CUST0284,Customer_0284,1993-01-13,USA,USA,Software Engineer,Low,No,2021-11-14 09:49:00,Pending,Retail
CUST0285,Customer_0285,1978-10-26,Panama,Panama,Retired,Medium,No,2022-10-03 07:29:00,Verified,Private Banking
CUST0286,Customer_0286,1994-04-05,Bahamas,Bahamas,Business Owner,High,No,2021-07-24 00:14:00,Verified,Corporate
CUST0287,Customer_0287,1960-11-13,Panama,Panama,Retired,Medium,No,2019-11-05 06:33:00,Expired,Retail
CUST0288,Customer_0288,1965-01-08,British Virgin Islands,British Virgin Islands,Real Estate Agent,High,No,2021-07-30 22:57:00,Verified,Private Banking
CUST0289,Customer_0289,2000-07-03,UK,UK,Banker,Low,No,2022-06-12 01:27:00,Verified,Retail
CUST0290,Customer_0290,1985-12-27,Australia,Australia,Student,Low,No,2021-01-17 14:17:00,Verified,Private Banking
CUST0291,Customer_0291,1970-08-15,UK,UK,Student,Low,No,2021-07-17 03:34:00,Verified,Corporate
CUST0292,Customer_0292,1967-02-06,Japan,Japan,Retired,Low,No,2022-08-24 01:13:00,Pending,Retail
CUST0293,Customer_0293,1985-09-02,France,France,Retired,Low,No,2020-09-20 05:01:00,Expired,Private Banking
CUST0294,Customer_0294,1989-02-26,Canada,Canada,Doctor,Medium,No,2019-12-11 00:03:00,Pending,Private Banking
CUST0295,Customer_0295,2000-11-03,Singapore,Singapore,Banker,Low,No,2022-07-20 08:58:00,Pending,Retail
CUST0296,Customer_0296,1965-06-04,Japan,Japan,Business Owner,Low,No,2021-11-06 01:10:00,Expired,Retail
CUST0297,Customer_0297,1987-03-12,France,France,Lawyer,Medium,Yes,2020-04-24 08:17:00,Verified,Retail
CUST0298,Customer_0298,1978-08-14,Australia,Australia,Real Estate Agent,Medium,No,2021-12-13 01:05:00,Verified,Retail
CUST0299,Customer_0299,1994-01-13,France,France,Student,Low,No,2021-12-14 17:50:00,Verified,Private Banking
CUST0300,Customer_0300,1961-06-20,Singapore,Singapore,Lawyer,Low,No,2019-06-06 08:03:00,Pending,Retail
CUST0301,Customer_0301,1966-04-22,France,France,Lawyer,Low,No,2020-10-03 17:52:00,Pending,Corporate
CUST0302,Customer_0302,1984-06-27,Bahamas,Bahamas,Doctor,Medium,No,2020-04-01 07:37:00,Verified,Corporate
CUST0303,Customer_0303,1982-10-19,USA,USA,Doctor,Low,No,2022-06-03 06:53:00,Expired,Private Banking
CUST0304,Customer_0304,1962-02-02,Canada,Canada,Lawyer,Low,No,2022-08-21 07:01:00,Verified,Retail
CUST0305,Customer_0305,1981-12-06,Bahamas,Bahamas,Student,High,No,2019-08-06 00:09:00,Verified,Private Banking
CUST0306,Customer_0306,1964-06-23,Canada,Canada,Government Official,Medium,No,2022-07-20 03:21:00,Verified,Retail
CUST0307,Customer_0307,1991-11-11,Singapore,Singapore,Doctor,Low,No,2022-05-31 22:56:00,Expired,Corporate
CUST0308,Customer_0308,1978-03-06,Germany,Germany,Business Owner,Low,No,2022-06-23 12:54:00,Expired,Private Banking
CUST0309,Customer_0309,1999-04-21,Australia,Australia,Banker,Low,No,2019-11-06 15:09:00,Verified,Retail
CUST0310,Customer_0310,1965-12-22,Australia,Australia,Student,Low,No,2021-10-07 00:16:00,Verified,Corporate
CUST0311,Customer_0311,1963-07-15,UK,UK,Government Official,Low,No,2020-03-12 13:31:00,Pending,Retail
CUST0312,Customer_0312,1996-11-25,Japan,Japan,Lawyer,Low,No,2020-03-05 14:04:00,Pending,Retail
CUST0313,Customer_0313,1964-06-06,Canada,Canada,Government Official,Low,No,2020-03-01 23:04:00,Verified,Private Banking
CUST0314,Customer_0314,1987-11-06,Japan,Japan,Banker,Low,No,2021-09-12 05:03:00,Verified,Retail
CUST0315,Customer_0315,1979-04-04,Canada,Canada,Business Owner,Low,No,2021-06-19 18:35:00,Pending,Retail
CUST0316,Customer_0316,2000-10-16,Singapore,Singapore,Lawyer,Low,Yes,2019-10-22 00:13:00,Verified,Retail
CUST0317,Customer_0317,1985-08-16,UK,UK,Retired,Low,No,2019-10-10 20:34:00,Verified,Retail
CUST0318,Customer_0318,1976-08-15,Germany,Germany,Retired,Low,No,2020-07-13 08:36:00,Verified,Corporate
CUST0319,Customer_0319,1994-07-25,Cayman Islands,Cayman Islands,Banker,Medium,No,2020-07-15 17:03:00,Pending,Corporate
CUST0320,Customer_0320,1975-08-10,Japan,Japan,Software Engineer,Low,No,2021-06-23 22:02:00,Verified,Private Banking
CUST0321,Customer_0321,1969-02-25,Singapore,Singapore,Trader,Medium,No,2020-03-26 05:13:00,Pending,Retail
CUST0322,Customer_0322,2000-03-27,Singapore,Singapore,Banker,Low,No,2020-09-16 10:58:00,Verified,Corporate
CUST0323,Customer_0323,1977-09-15,Singapore,Singapore,Business Owner,Low,No,2022-10-04 18:33:00,Pending,Retail
CUST0324,Customer_0324,1996-02-26,UK,UK,Retired,Low,No,2022-04-07 11:56:00,Verified,Retail
CUST0325,Customer_0325,1977-07-05,Japan,Japan,Banker,Low,Yes,2022-09-04 21:44:00,Verified,Retail
CUST0326,Customer_0326,1990-05-12,Bahamas,Bahamas,Business Owner,High,Yes,2021-02-26 09:19:00,Verified,Retail
CUST0327,Customer_0327,1974-03-10,Cayman Islands,Cayman Islands,Trader,Medium,No,2021-01-23 08:46:00,Verified,Corporate
CUST0328,Customer_0328,1986-12-16,France,France,Real Estate Agent,Low,No,2021-05-11 01:32:00,Pending,Retail
CUST0329,Customer_0329,1993-10-01,Germany,Germany,Doctor,Medium,No,2020-05-05 06:53:00,Verified,Retail
CUST0330,Customer_0330,1977-06-27,Australia,Australia,Trader,Low,No,2022-02-04 12:40:00,Expired,Corporate
CUST0331,Customer_0331,1971-08-19,Japan,Japan,Real Estate Agent,Low,No,2021-03-23 11:10:00,Pending,Retail
CUST0332,Customer_0332,1984-01-06,Cayman Islands,Cayman Islands,Banker,Medium,No,2020-06-18 07:41:00,Verified,Retail
CUST0333,Customer_0333,1960-08-05,Canada,Canada,Doctor,Medium,Yes,2022-08-20 00:14:00,Verified,Corporate
CUST0334,Customer_0334,1984-06-15,Canada,Canada,Retired,Low,No,2020-06-26 14:19:00,Verified,Corporate
CUST0335,Customer_0335,1983-09-21,UK,UK,Banker,Low,Yes,2022-09-05 09:19:00,Verified,Retail
CUST0336,Customer_0336,1977-05-21,Canada,Canada,Retired,Low,No,2020-04-26 04:33:00,Pending,Private Banking
CUST0337,Customer_0337,1980-11-05,Australia,Australia,Business Owner,Medium,No,2022-12-09 15:18:00,Verified,Retail
CUST0338,Customer_0338,1996-04-11,USA,USA,Lawyer,Low,No,2022-04-05 20:50:00,Verified,Private Banking
CUST0339,Customer_0339,1995-03-10,Canada,Canada,Software Engineer,Low,No,2021-11-26 04:47:00,Verified,Corporate
CUST0340,Customer_0340,1981-11-03,British Virgin Islands,British Virgin Islands,Lawyer,Medium,No,2021-04-03 07:47:00,Pending,Retail
CUST0341,Customer_0341,1978-08-28,Cyprus,Cyprus,Software Engineer,High,No,2021-11-25 01:55:00,Verified,Retail
CUST0342,Customer_0342,1992-02-28,France,France,Government Official,Medium,No,2022-03-27 09:26:00,Verified,Private Banking
CUST0343,Customer_0343,1996-08-05,France,France,Student,Low,No,2020-04-10 02:31:00,Verified,Private Banking
CUST0344,Customer_0344,1977-04-25,USA,USA,Doctor,Low,Yes,2022-06-30 05:31:00,Pending,Corporate
CUST0345,Customer_0345,1985-07-16,Singapore,Singapore,Government Official,Low,No,2019-04-16 01:34:00,Verified,Retail
CUST0346,Customer_0346,1993-04-01,Australia,Australia,Business Owner,Low,No,2022-10-11 23:15:00,Verified,Private Banking
CUST0347,Customer_0347,1997-05-06,UK,UK,Software Engineer,Low,No,2019-07-09 09:18:00,Verified,Retail
CUST0348,Customer_0348,1968-06-16,Singapore,Singapore,Student,Low,No,2020-04-26 05:58:00,Expired,Retail
CUST0349,Customer_0349,1961-10-17,Germany,Germany,Doctor,Low,No,2019-12-15 11:45:00,Verified,Retail
CUST0350,Customer_0350,1999-01-20,Malta,Malta,Business Owner,High,No,2022-12-22 03:41:00,Pending,Retail
CUST0351,Customer_0351,1995-05-16,Japan,Japan,Doctor,Low,No,2020-05-31 22:43:00,Verified,Retail
CUST0352,Customer_0352,1999-10-23,Singapore,Singapore,Doctor,Medium,No,2021-08-11 03:32:00,Verified,Retail
CUST0353,Customer_0353,1998-04-25,UK,UK,Retired,Low,No,2022-03-13 06:22:00,Verified,Retail
CUST0354,Customer_0354,1990-06-08,Japan,Japan,Business Owner,Low,No,2019-05-03 21:05:00,Expired,Corporate
CUST0355,Customer_0355,1992-02-24,British Virgin Islands,British Virgin Islands,Software Engineer,Medium,No,2020-09-12 20:14:00,Verified,Private Banking
CUST0356,Customer_0356,1971-01-28,USA,USA,Retired,Low,Yes,2021-04-13 21:20:00,Verified,Retail
CUST0357,Customer_0357,1968-11-21,Panama,Panama,Doctor,High,Yes,2021-02-08 11:57:00,Verified,Corporate
CUST0358,Customer_0358,1981-03-04,Cayman Islands,Cayman Islands,Government Official,High,No,2021-07-04 14:17:00,Pending,Corporate
CUST0359,Customer_0359,1970-02-05,Singapore,Singapore,Business Owner,Low,No,2020-02-27 03:26:00,Expired,Retail
CUST0360,Customer_0360,1984-06-20,France,France,Business Owner,Medium,No,2019-12-30 15:58:00,Verified,Private Banking
CUST0361,Customer_0361,1980-01-23,UK,UK,Real Estate Agent,Low,No,2022-06-30 23:36:00,Verified,Private Banking
CUST0362,Customer_0362,1999-02-14,Nigeria,Nigeria,Lawyer,High,No,2021-12-18 11:42:00,Verified,Retail
CUST0363,Customer_0363,1999-01-01,Canada,Canada,Doctor,Medium,No,2022-02-05 15:54:00,Verified,Retail
CUST0364,Customer_0364,1977-01-17,UK,UK,Lawyer,Medium,No,2022-05-08 20:24:00,Verified,Retail
CUST0365,Customer_0365,1991-08-11,Japan,Japan,Software Engineer,Low,Yes,2022-01-19 23:41:00,Verified,Retail
CUST0366,Customer_0366,1998-10-21,USA,USA,Retired,Low,No,2022-02-11 17:13:00,Verified,Retail
CUST0367,Customer_0367,1989-06-18,USA,USA,Banker,Low,No,2022-08-17 15:45:00,Verified,Corporate
CUST0368,Customer_0368,1982-11-26,France,France,Retired,Low,Yes,2022-05-02 16:23:00,Verified,Retail
CUST0369,Customer_0369,1986-02-09,Germany,Germany,Banker,Low,No,2020-05-12 06:07:00,Expired,Retail
CUST0370,Customer_0370,1966-07-02,France,France,Banker,Low,No,2019-12-15 14:29:00,Verified,Private Banking
CUST0371,Customer_0371,1963-09-14,Japan,Japan,Banker,Low,Yes,2021-12-21 16:49:00,Expired,Retail
CUST0372,Customer_0372,1966-07-22,Japan,Japan,Banker,Medium,No,2022-08-30 10:32:00,Pending,Retail
CUST0373,Customer_0373,1977-07-11,Japan,Japan,Retired,Medium,No,2021-10-20 04:08:00,Verified,Corporate
CUST0374,Customer_0374,1995-06-23,USA,USA,Real Estate Agent,Medium,No,2022-10-23 06:12:00,Verified,Corporate
CUST0375,Customer_0375,1971-09-18,Singapore,Singapore,Student,Medium,No,2019-11-29 11:35:00,Verified,Retail
CUST0376,Customer_0376,1994-05-28,Germany,Germany,Government Official,Medium,No,2019-05-03 16:06:00,Verified,Retail
CUST0377,Customer_0377,1970-05-22,Bahamas,Bahamas,Retired,Medium,No,2020-01-31 01:44:00,Pending,Retail
CUST0378,Customer_0378,1966-10-28,Australia,Australia,Real Estate Agent,Low,No,2020-07-09 23:41:00,Verified,Retail
CUST0379,Customer_0379,1963-07-13,Japan,Japan,Government Official,Medium,No,2021-01-06 17:03:00,Verified,Retail
CUST0380,Customer_0380,2000-12-23,France,France,Student,Medium,No,2022-07-25 17:47:00,Verified,Corporate
CUST0381,Customer_0381,1964-03-06,Malta,Malta,Real Estate Agent,High,No,2019-12-07 12:02:00,Verified,Retail
CUST0382,Customer_0382,1989-12-05,Canada,Canada,Business Owner,Low,Yes,2020-02-15 10:38:00,Verified,Private Banking
CUST0383,Customer_0383,1996-09-12,Singapore,Singapore,Software Engineer,Medium,No,2021-01-16 16:14:00,Expired,Retail
CUST0384,Customer_0384,1994-07-03,British Virgin Islands,British Virgin Islands,Student,Medium,No,2020-07-03 06:42:00,Verified,Retail
CUST0385,Customer_0385,1960-02-22,Japan,Japan,Student,Low,No,2021-10-05 07:57:00,Verified,Private Banking
CUST0386,Customer_0386,1980-07-26,USA,USA,Software Engineer,Low,No,2021-06-05 08:34:00,Verified,Retail
CUST0387,Customer_0387,1992-08-16,Australia,Australia,Business Owner,Low,No,2020-12-04 20:12:00,Verified,Retail
CUST0388,Customer_0388,1973-11-21,USA,USA,Lawyer,Low,No,2021-08-22 03:13:00,Verified,Corporate
CUST0389,Customer_0389,1964-12-22,Seychelles,Seychelles,Doctor,High,No,2019-05-25 14:45:00,Verified,Retail
CUST0390,Customer_0390,1996-04-09,Canada,Canada,Government Official,Low,No,2021-06-09 14:40:00,Verified,Retail
CUST0391,Customer_0391,1999-02-25,UK,UK,Banker,Low,No,2019-07-09 22:54:00,Verified,Private Banking
CUST0392,Customer_0392,1978-08-13,Canada,Canada,Government Official,Low,No,2022-12-20 00:30:00,Verified,Retail
CUST0393,Customer_0393,2000-03-10,Canada,Canada,Student,Medium,No,2019-04-29 17:55:00,Verified,Retail
CUST0394,Customer_0394,1965-05-07,Singapore,Singapore,Student,Low,No,2020-06-13 13:57:00,Verified,Retail
CUST0395,Customer_0395,1976-04-04,France,France,Doctor,Low,No,2022-06-11 01:54:00,Pending,Private Banking
CUST0396,Customer_0396,1964-05-04,UK,UK,Lawyer,Low,No,2022-07-09 15:21:00,Verified,Corporate
CUST0397,Customer_0397,1972-06-16,Canada,Canada,Trader,Low,No,2021-02-07 19:42:00,Verified,Retail
CUST0398,Customer_0398,1987-03-01,UK,UK,Student,Medium,No,2020-08-23 07:45:00,Verified,Retail
CUST0399,Customer_0399,1981-08-15,British Virgin Islands,British Virgin Islands,Trader,Medium,No,2021-04-10 09:31:00,Verified,Retail
CUST0400,Customer_0400,1968-09-07,USA,USA,Retired,Medium,No,2022-10-11 02:46:00,Verified,Retail
CUST0401,Customer_0401,1997-07-25,USA,USA,Banker,Low,No,2020-06-15 01:35:00,Verified,Private Banking
CUST0402,Customer_0402,1974-10-24,Germany,Germany,Retired,Low,No,2020-01-06 14:32:00,Verified,Retail
CUST0403,Customer_0403,1999-11-06,France,France,Real Estate Agent,Low,No,2020-01-19 14:10:00,Verified,Private Banking
CUST0404,Customer_0404,1990-06-02,British Virgin Islands,British Virgin Islands,Lawyer,Medium,No,2021-12-30 07:04:00,Verified,Retail
CUST0405,Customer_0405,1983-07-16,Canada,Canada,Trader,Medium,No,2019-07-11 01:41:00,Verified,Corporate
CUST0406,Customer_0406,1976-10-18,Canada,Canada,Banker,Low,No,2020-03-28 12:41:00,Verified,Retail
CUST0407,Customer_0407,1984-04-17,Cayman Islands,Cayman Islands,Government Official,High,No,2021-03-29 11:31:00,Pending,Private Banking
CUST0408,Customer_0408,1974-02-17,Germany,Germany,Retired,Low,No,2020-06-13 04:11:00,Verified,Corporate
CUST0409,Customer_0409,1981-12-04,Singapore,Singapore,Trader,Medium,No,2021-12-12 15:13:00,Verified,Corporate
CUST0410,Customer_0410,1996-10-06,France,France,Doctor,Low,Yes,2022-10-17 16:02:00,Pending,Retail
CUST0411,Customer_0411,1985-10-19,Germany,Germany,Business Owner,Low,No,2022-12-22 09:05:00,Verified,Corporate
CUST0412,Customer_0412,1986-10-05,Japan,Japan,Banker,Low,No,2020-04-13 19:42:00,Verified,Retail
CUST0413,Customer_0413,1964-04-13,France,France,Government Official,Medium,No,2020-01-02 03:01:00,Verified,Private Banking
CUST0414,Customer_0414,1998-02-06,Singapore,Singapore,Trader,Low,No,2022-09-17 19:02:00,Pending,Retail
CUST0415,Customer_0415,1968-10-18,Cayman Islands,Cayman Islands,Business Owner,Medium,No,2022-11-26 13:33:00,Verified,Private Banking
CUST0416,Customer_0416,1990-07-12,Germany,Germany,Banker,Medium,No,2022-06-29 03:27:00,Verified,Retail
CUST0417,Customer_0417,1994-07-09,UK,UK,Lawyer,Low,No,2019-04-18 22:47:00,Pending,Retail
CUST0418,Customer_0418,1973-12-26,USA,USA,Student,Low,No,2021-07-22 11:06:00,Verified,Corporate
CUST0419,Customer_0419,1999-05-22,Singapore,Singapore,Government Official,Low,No,2020-05-28 13:35:00,Pending,Retail
CUST0420,Customer_0420,1979-10-12,Japan,Japan,Government Official,Low,No,2020-01-14 21:07:00,Verified,Retail
CUST0421,Customer_0421,1992-07-26,British Virgin Islands,British Virgin Islands,Student,Medium,No,2022-05-08 19:44:00,Verified,Retail
CUST0422,Customer_0422,1969-08-20,USA,USA,Government Official,Low,No,2019-10-04 02:16:00,Verified,Retail
CUST0423,Customer_0423,1985-10-21,Singapore,Singapore,Real Estate Agent,Low,No,2020-11-13 22:38:00,Verified,Corporate
CUST0424,Customer_0424,1972-11-26,Japan,Japan,Real Estate Agent,Low,No,2020-11-12 06:02:00,Pending,Retail
CUST0425,Customer_0425,1962-06-08,Australia,Australia,Business Owner,Medium,No,2020-02-23 02:17:00,Pending,Retail
CUST0426,Customer_0426,1964-02-18,France,France,Retired,Low,No,2022-05-26 18:22:00,Verified,Corporate
CUST0427,Customer_0427,1985-10-01,France,France,Retired,Low,No,2020-03-30 13:32:00,Verified,Retail
CUST0428,Customer_0428,1976-09-27,UK,UK,Banker,Low,No,2020-08-31 22:28:00,Expired,Retail
CUST0429,Customer_0429,1989-11-15,UK,UK,Banker,Medium,No,2019-06-02 15:07:00,Verified,Retail
CUST0430,Customer_0430,1974-06-14,Bahamas,Bahamas,Student,Medium,No,2022-02-27 17:00:00,Verified,Retail
CUST0431,Customer_0431,1981-02-18,Singapore,Singapore,Doctor,Low,No,2021-12-07 10:22:00,Verified,Retail
CUST0432,Customer_0432,1972-04-24,France,France,Lawyer,Low,No,2020-10-01 06:14:00,Verified,Retail
CUST0433,Customer_0433,1967-02-22,British Virgin Islands,British Virgin Islands,Trader,Medium,No,2022-09-15 00:48:00,Pending,Private Banking
CUST0434,Customer_0434,1991-10-28,UK,UK,Retired,Medium,No,2022-01-06 05:48:00,Expired,Retail
CUST0435,Customer_0435,1987-08-18,Germany,Germany,Business Owner,Low,Yes,2022-01-30 11:25:00,Pending,Corporate
CUST0436,Customer_0436,1989-06-23,UK,UK,Business Owner,Low,No,2019-05-01 21:13:00,Verified,Retail
CUST0437,Customer_0437,1976-04-09,Canada,Canada,Trader,Low,No,2022-09-13 10:23:00,Verified,Retail
CUST0438,Customer_0438,1985-05-15,Australia,Australia,Doctor,Low,No,2022-06-20 04:36:00,Verified,Corporate
CUST0439,Customer_0439,1984-04-05,Bahamas,Bahamas,Doctor,Medium,No,2021-11-30 00:11:00,Verified,Retail
CUST0440,Customer_0440,1980-08-10,Nigeria,Nigeria,Retired,High,No,2022-06-01 18:03:00,Verified,Corporate
CUST0441,Customer_0441,2000-02-15,Canada,Canada,Student,Low,No,2020-09-20 11:23:00,Verified,Private Banking
CUST0442,Customer_0442,1982-11-20,USA,USA,Lawyer,Low,No,2022-07-01 18:41:00,Verified,Retail
CUST0443,Customer_0443,1992-08-25,UK,UK,Trader,Medium,No,2019-09-14 12:39:00,Verified,Corporate
CUST0444,Customer_0444,1981-07-21,Germany,Germany,Banker,Low,No,2022-06-20 12:54:00,Expired,Retail
CUST0445,Customer_0445,1978-12-09,Australia,Australia,Banker,Low,No,2022-11-17 12:17:00,Pending,Corporate
CUST0446,Customer_0446,1988-07-06,Russia,Russia,Doctor,High,No,2019-05-24 04:46:00,Verified,Retail
CUST0447,Customer_0447,1970-07-04,Japan,Japan,Software Engineer,Medium,Yes,2019-08-15 15:35:00,Verified,Corporate
CUST0448,Customer_0448,1999-03-03,UK,UK,Government Official,Low,No,2020-12-30 07:15:00,Verified,Retail
CUST0449,Customer_0449,1982-06-28,Germany,Germany,Trader,Low,Yes,2021-11-18 17:59:00,Verified,Retail
CUST0450,Customer_0450,1998-08-21,Nigeria,Nigeria,Banker,High,No,2021-09-13 16:40:00,Verified,Retail
CUST0451,Customer_0451,1988-05-12,France,France,Government Official,Low,No,2020-09-20 04:19:00,Verified,Retail
CUST0452,Customer_0452,1990-09-01,British Virgin Islands,British Virgin Islands,Trader,Medium,No,2021-12-09 09:00:00,Pending,Corporate
CUST0453,Customer_0453,1972-07-18,Panama,Panama,Government Official,Medium,No,2021-06-23 07:10:00,Verified,Corporate
CUST0454,Customer_0454,1987-11-08,Bahamas,Bahamas,Real Estate Agent,Medium,No,2022-09-13 22:43:00,Verified,Corporate
CUST0455,Customer_0455,1964-03-05,Canada,Canada,Retired,Low,No,2019-11-19 20:29:00,Verified,Retail
CUST0456,Customer_0456,1969-01-18,Bahamas,Bahamas,Business Owner,Medium,No,2020-04-21 03:18:00,Verified,Corporate
CUST0457,Customer_0457,1960-08-07,Bahamas,Bahamas,Student,Medium,Yes,2021-08-14 09:50:00,Pending,Private Banking
